type,freq_tar,range_tar,likelihood,effect,word,category,subcategory
fluffy,3640,591,51.999,0,FLUFFY,ADJECTIVES,ADJ.ALL
impact,3640,578,51.999,0,IMPACT,NOUNS,NOUN.ACT
liz,3639,300,51.985,0,,,
spare,3639,681,51.985,0,SPARE,ADJECTIVES,ADJ.ALL
hugn,3636,577,51.942,0,,,
comfortable,3636,674,51.942,0,COMFORTABLE,ADJECTIVES,ADJ.ALL
hinata,3634,441,51.913,0,,,
alson,3633,652,51.899,0,,,
adopted,3631,678,51.87,0,ADOPTED,ADJECTIVES,ADJ.ALL
flirt,3626,636,51.799,0,FLIRT,NOUNS,NOUN.ACT
bible,3624,631,51.77,0,BIBLE,NOUNS,NOUN.COMMUNICATION
loki,3622,220,51.742,0,LOKI,NOUNS,NOUN.PERSON
response,3621,683,51.727,0,RESPONSE,NOUNS,NOUN.ACT
cutest,3621,648,51.727,0,,,
reaper,3621,434,51.727,0,REAPER,NOUNS,NOUN.ARTIFACT
sees,3620,688,51.713,0,,,
bru,3620,636,51.713,0,,,
fran,3619,506,51.699,0,,,
effort,3614,682,51.627,0,EFFORT,NOUNS,NOUN.ACT
alien,3614,665,51.627,0,ALIEN,ADJECTIVES,ADJ.ALL
compliment,3612,674,51.599,0,COMPLIMENT,NOUNS,NOUN.COMMUNICATION
ca,3609,668,51.556,0,CA,NOUNS,NOUN.LOCATION
texting,3605,687,51.499,0,,,
summon,3605,635,51.499,0,SUMMON,VERBS,VERB.CHANGE
nat,3604,497,51.485,0,,,
smooth,3603,675,51.47,0,SMOOTH,ADJECTIVES,ADJ.ALL
yrs,3602,673,51.456,0,,,
hearts,3601,682,51.442,0,HEARTS,NOUNS,NOUN.ACT
settings,3600,670,51.427,0,,,
damage,3599,647,51.413,0,DAMAGE,NOUNS,NOUN.ACT
autumn,3597,361,51.385,0,AUTUMN,NOUNS,NOUN.TIME
france,3593,648,51.327,0,FRANCE,NOUNS,NOUN.LOCATION
headn,3593,662,51.327,0,,,
genuinely,3590,672,51.285,0,GENUINELY,ADVERBS,ADV.ALL
spirit,3590,632,51.285,0,SPIRIT,NOUNS,NOUN.ATTRIBUTE
bless,3588,667,51.256,0,BLESS,VERBS,VERB.COMMUNICATION
lotn,3579,664,51.127,0,,,
kitchen,3578,676,51.113,0,KITCHEN,NOUNS,NOUN.ARTIFACT
kami,3576,358,51.085,0,KAMI,NOUNS,NOUN.PERSON
welcy,3573,100,51.042,0,,,
jazz,3572,612,51.027,0,JAZZ,NOUNS,NOUN.COMMUNICATION
flower,3571,627,51.013,0,FLOWER,NOUNS,NOUN.PLANT
englishn,3570,665,50.999,0,,,
hoping,3569,676,50.985,0,,,
tower,3565,630,50.928,0,TOWER,NOUNS,NOUN.ARTIFACT
present,3560,685,50.856,0,PRESENT,ADJECTIVES,ADJ.ALL
daph,3560,65,50.856,0,,,
unmuted,3560,667,50.856,0,,,
noise,3560,660,50.856,0,NOISE,NOUNS,NOUN.ATTRIBUTE
eu,3557,628,50.813,0,EU,NOUNS,NOUN.GROUP
drip,3556,576,50.799,0,DRIP,NOUNS,NOUN.ARTIFACT
introduce,3554,618,50.77,0,INTRODUCE,VERBS,VERB.CHANGE
walker,3554,333,50.77,0,WALKER,NOUNS,NOUN.ARTIFACT
kidsn,3554,641,50.77,0,,,
thomas,3553,473,50.756,0,THOMAS,NOUNS,NOUN.PERSON
uhhn,3551,657,50.728,0,,,
hr,3550,690,50.713,0,HR,NOUNS,NOUN.TIME
load,3550,668,50.713,0,LOAD,NOUNS,NOUN.ARTIFACT
nintendo,3549,617,50.699,0,,,
ulti,3549,96,50.699,0,,,
kinky,3548,591,50.685,0,KINKY,ADJECTIVES,ADJ.ALL
gods,3546,690,50.656,0,,,
homen,3546,658,50.656,0,,,
recommendations,3545,654,50.642,0,,,
ds,3544,661,50.628,0,DS,NOUNS,NOUN.COMMUNICATION
constantly,3544,675,50.628,0,CONSTANTLY,ADVERBS,ADV.ALL
yesterdayn,3541,665,50.585,0,,,
painn,3541,609,50.585,0,,,
lockdown,3539,563,50.556,0,LOCKDOWN,NOUNS,NOUN.ACT
becomes,3538,681,50.542,0,,,
knight,3538,594,50.542,0,KNIGHT,NOUNS,NOUN.ARTIFACT
ra,3537,605,50.528,0,RA,NOUNS,NOUN.PERSON
birds,3537,640,50.528,0,,,
gnn,3536,675,50.513,0,,,
clap,3534,656,50.485,0,CLAP,NOUNS,NOUN.EVENT
square,3531,662,50.442,0,SQUARE,ADJECTIVES,ADJ.ALL
george,3527,571,50.385,0,GEORGE,NOUNS,NOUN.PERSON
clan,3526,615,50.37,0,CLAN,NOUNS,NOUN.GROUP
unbanned,3526,618,50.37,0,,,
happyn,3525,659,50.356,0,,,
ghoul,3525,620,50.356,0,GHOUL,NOUNS,NOUN.PERSON
watches,3524,695,50.342,0,,,
overrated,3519,678,50.27,0,,,
nlike,3519,680,50.27,0,,,
rai,3518,132,50.256,0,,,
mary,3517,544,50.242,0,MARY,NOUNS,NOUN.PERSON
nini,3514,421,50.199,0,,,
ooon,3513,648,50.185,0,,,
waking,3512,680,50.17,0,WAKING,ADJECTIVES,ADJ.ALL
pulled,3511,684,50.156,0,PULLED,ADJECTIVES,ADJ.PPL
turkey,3511,627,50.156,0,TURKEY,NOUNS,NOUN.ANIMAL
yearsn,3509,665,50.128,0,,,
lights,3509,680,50.128,0,,,
solid,3508,665,50.113,0,SOLID,ADJECTIVES,ADJ.ALL
battery,3507,663,50.099,0,BATTERY,NOUNS,NOUN.ACT
memories,3505,675,50.07,0,,,
noone,3505,643,50.07,0,,,
escape,3500,678,49.999,0,ESCAPE,NOUNS,NOUN.ACT
chick,3499,656,49.985,0,CHICK,NOUNS,NOUN.ANIMAL
banner,3498,586,49.97,0,BANNER,ADJECTIVES,ADJ.ALL
tooo,3496,680,49.942,0,,,
skinny,3496,649,49.942,0,SKINNY,ADJECTIVES,ADJ.ALL
spy,3494,578,49.913,0,SPY,NOUNS,NOUN.PERSON
survive,3493,684,49.899,0,SURVIVE,VERBS,VERB.STATIVE
br,3492,668,49.885,0,BR,NOUNS,NOUN.GROUP
bish,3492,602,49.885,0,,,
mb,3491,674,49.87,0,MB,NOUNS,NOUN.COMMUNICATION
disgusting,3490,680,49.856,0,DISGUSTING,ADJECTIVES,ADJ.ALL
deleting,3490,691,49.856,0,,,
bun,3490,536,49.856,0,BUN,NOUNS,NOUN.FOOD
ilyt,3489,552,49.842,0,,,
haikyuu,3487,488,49.813,0,,,
file,3486,656,49.799,0,FILE,NOUNS,NOUN.ARTIFACT
lead,3484,686,49.77,0,LEAD,NOUNS,NOUN.ACT
base,3483,662,49.756,0,BASE,ADJECTIVES,ADJ.ALL
board,3479,682,49.699,0,BOARD,NOUNS,NOUN.ARTIFACT
stressed,3476,651,49.656,0,STRESSED,ADJECTIVES,ADJ.ALL
grew,3474,677,49.628,0,,,
ori,3473,186,49.613,0,,,
il,3472,663,49.599,0,IL,ADJECTIVES,ADJ.ALL
lack,3472,661,49.599,0,LACK,NOUNS,NOUN.STATE
july,3471,648,49.585,0,JULY,NOUNS,NOUN.TIME
kylie,3470,285,49.57,0,KYLIE,NOUNS,NOUN.ARTIFACT
canadian,3467,624,49.528,0,CANADIAN,ADJECTIVES,ADJ.PERT
massive,3466,670,49.513,0,MASSIVE,ADJECTIVES,ADJ.ALL
beta,3465,622,49.499,0,BETA,ADJECTIVES,ADJ.ALL
tongue,3461,665,49.442,0,TONGUE,NOUNS,NOUN.ARTIFACT
hoodie,3460,650,49.428,0,,,
crunchy,3460,524,49.428,0,CRUNCHY,ADJECTIVES,ADJ.ALL
pichu,3459,137,49.413,0,,,
shake,3458,664,49.399,0,SHAKE,NOUNS,NOUN.ACT
penguin,3456,599,49.37,0,PENGUIN,NOUNS,NOUN.ANIMAL
clicked,3455,657,49.356,0,,,
reached,3453,683,49.328,0,,,
inch,3453,655,49.328,0,INCH,NOUNS,NOUN.QUANTITY
mah,3452,616,49.313,0,,,
drew,3451,659,49.299,0,DREW,NOUNS,NOUN.PERSON
supn,3451,649,49.299,0,,,
introduction,3449,528,49.27,0,INTRODUCTION,NOUNS,NOUN.ACT
petition,3449,619,49.27,0,PETITION,NOUNS,NOUN.COMMUNICATION
desu,3449,450,49.27,0,,,
bell,3448,677,49.256,0,BELL,NOUNS,NOUN.ARTIFACT
serenity,3448,147,49.256,0,SERENITY,NOUNS,NOUN.ATTRIBUTE
gamble,3448,506,49.256,0,GAMBLE,NOUNS,NOUN.ACT
milkn,3447,595,49.242,0,,,
stranger,3444,667,49.199,0,STRANGER,NOUNS,NOUN.PERSON
makeup,3442,643,49.17,0,MAKEUP,NOUNS,NOUN.ARTIFACT
gj,3441,569,49.156,0,,,
babyn,3438,628,49.113,0,,,
alreadyn,3438,660,49.113,0,,,
nmy,3435,678,49.07,0,,,
nin,3434,674,49.056,0,,,
logic,3434,669,49.056,0,LOGIC,NOUNS,NOUN.COGNITION
military,3433,631,49.042,0,MILITARY,ADJECTIVES,ADJ.PERT
row,3433,679,49.042,0,ROW,NOUNS,NOUN.ACT
chilln,3432,632,49.028,0,,,
rat,3431,623,49.013,0,RAT,NOUNS,NOUN.ANIMAL
channeln,3431,627,49.013,0,,,
sensitive,3428,671,48.97,0,SENSITIVE,ADJECTIVES,ADJ.ALL
happend,3428,659,48.97,0,,,
autocorrect,3425,679,48.928,0,,,
shift,3419,631,48.842,0,SHIFT,NOUNS,NOUN.ACT
pmn,3419,654,48.842,0,,,
okok,3417,642,48.813,0,,,
throwing,3417,679,48.813,0,,,
rent,3416,615,48.799,0,RENT,NOUNS,NOUN.ACT
facen,3416,669,48.799,0,,,
grinding,3415,649,48.785,0,GRINDING,NOUNS,NOUN.EVENT
sayin,3414,680,48.77,0,,,
youtuber,3413,594,48.756,0,,,
gonen,3412,672,48.742,0,,,
mon,3412,666,48.742,0,MON,NOUNS,NOUN.COMMUNICATION
dub,3410,592,48.713,0,DUB,VERBS,VERB.COMMUNICATION
boutta,3410,640,48.713,0,,,
september,3409,629,48.699,0,SEPTEMBER,NOUNS,NOUN.TIME
polish,3408,606,48.685,0,POLISH,ADJECTIVES,ADJ.PERT
cutien,3408,559,48.685,0,,,
enoughn,3408,664,48.685,0,,,
lmaoon,3407,615,48.67,0,,,
applied,3404,611,48.628,0,APPLIED,ADJECTIVES,ADJ.PPL
dylan,3404,298,48.628,0,DYLAN,NOUNS,NOUN.PERSON
hacked,3403,649,48.613,0,,,
booster,3402,576,48.599,0,BOOSTER,NOUNS,NOUN.ARTIFACT
tears,3399,689,48.556,0,TEARS,NOUNS,NOUN.ACT
grass,3399,650,48.556,0,GRASS,NOUNS,NOUN.ARTIFACT
pills,3398,658,48.542,0,,,
apologize,3397,687,48.528,0,APOLOGIZE,VERBS,VERB.COMMUNICATION
cri,3397,637,48.528,0,,,
debate,3396,612,48.513,0,DEBATE,NOUNS,NOUN.COMMUNICATION
suggestion,3393,648,48.47,0,SUGGESTION,NOUNS,NOUN.ACT
soda,3383,637,48.328,0,SODA,NOUNS,NOUN.FOOD
tsundere,3382,449,48.313,0,,,
zach,3379,265,48.27,0,,,
lips,3376,660,48.228,0,,,
repeat,3375,689,48.213,0,REPEAT,NOUNS,NOUN.EVENT
ame,3374,393,48.199,0,,,
vic,3374,297,48.199,0,,,
hav,3373,620,48.185,0,,,
emotions,3373,658,48.185,0,,,
manage,3372,668,48.17,0,MANAGE,VERBS,VERB.SOCIAL
throat,3369,670,48.128,0,THROAT,NOUNS,NOUN.ARTIFACT
cases,3369,620,48.128,0,,,
spoke,3369,685,48.128,0,SPOKE,NOUNS,NOUN.ARTIFACT
noises,3367,664,48.099,0,,,
plans,3365,657,48.07,0,,,
weekn,3365,651,48.07,0,,,
credits,3365,537,48.07,0,CREDITS,NOUNS,NOUN.COMMUNICATION
kimmy,3365,105,48.07,0,,,
bam,3363,626,48.042,0,,,
paypal,3361,620,48.013,0,,,
june,3360,630,47.999,0,JUNE,NOUNS,NOUN.TIME
woo,3360,667,47.999,0,WOO,VERBS,VERB.SOCIAL
rei,3356,265,47.942,0,,,
umn,3354,664,47.913,0,,,
hen,3352,688,47.885,0,HEN,NOUNS,NOUN.ANIMAL
lou,3351,188,47.87,0,,,
beginning,3351,685,47.87,0,BEGINNING,ADJECTIVES,ADJ.ALL
celebrate,3351,650,47.87,0,CELEBRATE,VERBS,VERB.SOCIAL
exclusive,3350,514,47.856,0,EXCLUSIVE,ADJECTIVES,ADJ.ALL
burning,3348,679,47.828,0,BURNING,ADJECTIVES,ADJ.ALL
dangerous,3346,685,47.799,0,DANGEROUS,ADJECTIVES,ADJ.ALL
realise,3341,682,47.728,0,REALISE,VERBS,VERB.COGNITION
spelled,3340,692,47.713,0,,,
hiin,3335,611,47.642,0,,,
crime,3333,671,47.613,0,CRIME,NOUNS,NOUN.ACT
ahem,3333,641,47.613,0,,,
whyd,3333,668,47.613,0,,,
lesson,3330,678,47.57,0,LESSON,NOUNS,NOUN.ACT
shawty,3328,508,47.542,0,,,
cantn,3328,679,47.542,0,,,
fax,3327,599,47.528,0,FAX,NOUNS,NOUN.ARTIFACT
bs,3327,679,47.528,0,BS,NOUNS,NOUN.COMMUNICATION
insane,3325,675,47.499,0,INSANE,ADJECTIVES,ADJ.ALL
following,3323,691,47.47,0,FOLLOWING,ADJECTIVES,ADJ.ALL
gunna,3320,575,47.428,0,,,
laying,3317,653,47.385,0,LAYING,NOUNS,NOUN.PROCESS
zen,3316,371,47.37,0,ZEN,NOUNS,NOUN.ARTIFACT
capn,3315,550,47.356,0,,,
confusion,3314,660,47.342,0,CONFUSION,NOUNS,NOUN.ACT
annoy,3313,683,47.328,0,ANNOY,VERBS,VERB.EMOTION
housen,3313,656,47.328,0,,,
nwho,3313,678,47.328,0,,,
stands,3312,656,47.313,0,STANDS,NOUNS,NOUN.ARTIFACT
innit,3312,589,47.313,0,,,
nerd,3308,644,47.256,0,NERD,NOUNS,NOUN.PERSON
ppn,3307,553,47.242,0,,,
glomp,3306,75,47.228,0,,,
aware,3305,673,47.213,0,AWARE,ADJECTIVES,ADJ.ALL
puts,3303,659,47.185,0,,,
elmo,3300,431,47.142,0,,,
testing,3300,672,47.142,0,TESTING,NOUNS,NOUN.ACT
skyler,3299,118,47.128,0,,,
quickly,3297,666,47.099,0,QUICKLY,ADVERBS,ADV.ALL
view,3295,665,47.07,0,VIEW,NOUNS,NOUN.ACT
diedn,3295,666,47.07,0,,,
aliven,3295,653,47.07,0,,,
mature,3293,652,47.042,0,MATURE,ADJECTIVES,ADJ.ALL
kam,3292,159,47.028,0,,,
nif,3291,674,47.013,0,,,
childhood,3290,659,46.999,0,CHILDHOOD,NOUNS,NOUN.STATE
yoon,3289,398,46.985,0,,,
lmaooon,3288,636,46.97,0,,,
begin,3284,673,46.913,0,BEGIN,NOUNS,NOUN.PERSON
disappointed,3283,676,46.899,0,DISAPPOINTED,ADJECTIVES,ADJ.ALL
alexa,3280,511,46.856,0,,,
owners,3280,593,46.856,0,,,
flying,3279,664,46.842,0,FLYING,ADJECTIVES,ADJ.ALL
epicn,3279,581,46.842,0,,,
thru,3277,674,46.813,0,,,
shown,3275,686,46.785,0,,,
tiger,3274,525,46.77,0,TIGER,NOUNS,NOUN.ANIMAL
gamesn,3272,622,46.742,0,,,
training,3271,652,46.728,0,TRAINING,NOUNS,NOUN.ACT
emi,3269,271,46.699,0,,,
taught,3267,676,46.67,0,TAUGHT,ADJECTIVES,ADJ.ALL
gfn,3265,606,46.642,0,,,
nyan,3265,420,46.642,0,,,
edate,3264,453,46.628,0,,,
aux,3264,147,46.628,0,,,
hawt,3262,569,46.599,0,,,
pi,3261,626,46.585,0,PI,NOUNS,NOUN.ARTIFACT
nora,3261,183,46.585,0,,,
obvious,3259,677,46.556,0,OBVIOUS,ADJECTIVES,ADJ.ALL
longn,3258,673,46.542,0,,,
mint,3256,550,46.513,0,MINT,ADJECTIVES,ADJ.ALL
shooting,3254,663,46.485,0,SHOOTING,NOUNS,NOUN.ACT
doingn,3250,636,46.428,0,,,
forward,3250,679,46.428,0,FORWARD,ADJECTIVES,ADJ.ALL
sip,3249,588,46.413,0,SIP,NOUNS,NOUN.ACT
doom,3248,579,46.399,0,DOOM,NOUNS,NOUN.EVENT
violet,3248,521,46.399,0,VIOLET,ADJECTIVES,ADJ.ALL
obsessed,3247,673,46.385,0,OBSESSED,ADJECTIVES,ADJ.ALL
nevermind,3245,664,46.356,0,,,
hehehe,3245,661,46.356,0,,,
wdymn,3243,640,46.328,0,,,
pudding,3239,349,46.27,0,PUDDING,NOUNS,NOUN.FOOD
cuter,3239,643,46.27,0,,,
cali,3238,595,46.256,0,CALI,NOUNS,NOUN.LOCATION
connor,3236,326,46.228,0,,,
afford,3235,668,46.213,0,AFFORD,VERBS,VERB.CONSUMPTION
title,3233,653,46.185,0,TITLE,NOUNS,NOUN.ATTRIBUTE
peep,3231,613,46.156,0,PEEP,NOUNS,NOUN.ACT
liek,3230,661,46.142,0,,,
zombie,3229,618,46.128,0,ZOMBIE,NOUNS,NOUN.FOOD
powerful,3228,669,46.113,0,POWERFUL,ADJECTIVES,ADJ.ALL
fischl,3227,152,46.099,0,,,
facebook,3224,637,46.056,0,,,
corn,3223,615,46.042,0,CORN,NOUNS,NOUN.ATTRIBUTE
mornin,3221,626,46.013,0,,,
wah,3220,549,45.999,0,,,
wutn,3218,613,45.97,0,,,
freedom,3218,646,45.97,0,FREEDOM,NOUNS,NOUN.STATE
goddess,3217,504,45.956,0,GODDESS,NOUNS,NOUN.PERSON
gosh,3216,647,45.942,0,,,
tis,3216,617,45.942,0,,,
staffn,3215,555,45.928,0,,,
carl,3215,511,45.928,0,,,
dedn,3214,616,45.913,0,,,
australian,3214,624,45.913,0,AUSTRALIAN,ADJECTIVES,ADJ.PERT
fridge,3213,661,45.899,0,FRIDGE,NOUNS,NOUN.ARTIFACT
chapter,3212,627,45.885,0,CHAPTER,NOUNS,NOUN.COMMUNICATION
eve,3212,602,45.885,0,EVE,NOUNS,NOUN.PERSON
oncen,3210,646,45.856,0,,,
gracie,3210,106,45.856,0,GRACIE,NOUNS,NOUN.PERSON
ao,3210,657,45.856,0,,,
powers,3209,678,45.842,0,,,
amazingn,3205,652,45.785,0,,,
nails,3202,640,45.742,0,,,
alonen,3202,655,45.742,0,,,
brazil,3198,581,45.685,0,BRAZIL,NOUNS,NOUN.FOOD
bae,3197,623,45.67,0,,,
lars,3197,71,45.67,0,,,
lucas,3197,339,45.67,0,LUCAS,NOUNS,NOUN.PERSON
tuna,3197,437,45.67,0,TUNA,NOUNS,NOUN.ANIMAL
confusedn,3195,644,45.642,0,,,
catfish,3195,582,45.642,0,CATFISH,NOUNS,NOUN.ANIMAL
nanami,3194,109,45.628,0,,,
superior,3192,666,45.599,0,SUPERIOR,ADJECTIVES,ADJ.ALL
confirm,3189,675,45.556,0,CONFIRM,VERBS,VERB.CHANGE
mentally,3187,666,45.528,0,MENTALLY,ADVERBS,ADV.ALL
semis,3184,61,45.485,0,,,
web,3182,663,45.456,0,WEB,NOUNS,NOUN.ANIMAL
sailor,3181,469,45.442,0,SAILOR,NOUNS,NOUN.ARTIFACT
ww,3181,639,45.442,0,,,
pride,3179,589,45.413,0,PRIDE,NOUNS,NOUN.ACT
disc,3177,658,45.385,0,DISC,NOUNS,NOUN.ARTIFACT
wii,3177,539,45.385,0,,,
juu,3176,116,45.37,0,,,
complaining,3175,671,45.356,0,COMPLAINING,ADJECTIVES,ADJ.ALL
yalln,3174,622,45.342,0,,,
ranked,3169,609,45.27,0,RANKED,ADJECTIVES,ADJ.ALL
bubble,3167,613,45.242,0,BUBBLE,NOUNS,NOUN.ARTIFACT
beating,3167,679,45.242,0,BEATING,ADJECTIVES,ADJ.ALL
rq,3166,643,45.228,0,,,
ticket,3165,629,45.213,0,TICKET,NOUNS,NOUN.ATTRIBUTE
wlc,3163,256,45.185,0,,,
position,3162,661,45.17,0,POSITION,NOUNS,NOUN.ACT
raining,3162,651,45.17,0,RAINING,ADJECTIVES,ADJ.ALL
hood,3159,612,45.128,0,HOOD,NOUNS,NOUN.ARTIFACT
smells,3159,667,45.128,0,,,
shorter,3159,664,45.128,0,,,
kekn,3158,465,45.113,0,,,
bones,3156,667,45.085,0,BONES,NOUNS,NOUN.ARTIFACT
sao,3155,569,45.07,0,,,
adventure,3153,641,45.042,0,ADVENTURE,NOUNS,NOUN.ACT
worldn,3152,645,45.028,0,,,
valentines,3150,348,44.999,0,,,
waht,3149,665,44.985,0,,,
hitler,3148,539,44.97,0,HITLER,NOUNS,NOUN.PERSON
unlike,3148,681,44.97,0,UNLIKE,ADJECTIVES,ADJ.ALL
hotel,3147,639,44.956,0,HOTEL,NOUNS,NOUN.ARTIFACT
teddy,3147,533,44.956,0,TEDDY,NOUNS,NOUN.ARTIFACT
slightly,3147,645,44.956,0,SLIGHTLY,ADVERBS,ADV.ALL
modern,3146,659,44.942,0,MODERN,ADJECTIVES,ADJ.ALL
dated,3144,629,44.913,0,DATED,ADJECTIVES,ADJ.ALL
rarely,3141,668,44.87,0,RARELY,ADVERBS,ADV.ALL
rope,3141,544,44.87,0,ROPE,NOUNS,NOUN.ARTIFACT
wno,3139,82,44.842,0,,,
persona,3139,553,44.842,0,PERSONA,NOUNS,NOUN.ATTRIBUTE
beard,3138,601,44.828,0,BEARD,NOUNS,NOUN.ANIMAL
eachother,3137,677,44.813,0,,,
ch,3136,623,44.799,0,,,
mystic,3135,265,44.785,0,MYSTIC,ADJECTIVES,ADJ.PERT
doo,3134,633,44.77,0,,,
speaks,3133,680,44.756,0,,,
nigga,3132,142,44.742,0,NIGGA,NOUNS,NOUN.PERSON
tw,3131,535,44.728,0,,,
password,3131,642,44.728,0,PASSWORD,NOUNS,NOUN.COMMUNICATION
fromn,3131,646,44.728,0,,,
split,3129,646,44.699,0,SPLIT,ADJECTIVES,ADJ.ALL
reminder,3128,634,44.685,0,REMINDER,NOUNS,NOUN.COGNITION
tomorrown,3128,653,44.685,0,,,
gore,3127,624,44.67,0,GORE,NOUNS,NOUN.ACT
rosie,3126,278,44.656,0,,,
ivy,3124,254,44.628,0,IVY,NOUNS,NOUN.PLANT
logo,3123,581,44.613,0,LOGO,NOUNS,NOUN.COMMUNICATION
fastn,3123,648,44.613,0,,,
emoten,3122,621,44.599,0,,,
giant,3121,661,44.585,0,GIANT,ADJECTIVES,ADJ.ALL
est,3118,627,44.542,0,EST,NOUNS,NOUN.TIME
gurl,3118,643,44.542,0,,,
chief,3117,583,44.528,0,CHIEF,ADJECTIVES,ADJ.ALL
lame,3117,678,44.528,0,LAME,ADJECTIVES,ADJ.ALL
raw,3116,670,44.513,0,RAW,ADJECTIVES,ADJ.ALL
tao,3115,243,44.499,0,TAO,NOUNS,NOUN.COGNITION
picsn,3114,598,44.485,0,,,
pen,3112,660,44.456,0,PEN,NOUNS,NOUN.ANIMAL
pronouns,3111,518,44.442,0,,,
vids,3110,654,44.428,0,,,
filipino,3110,586,44.428,0,FILIPINO,ADJECTIVES,ADJ.PERT
prime,3107,612,44.385,0,PRIME,ADJECTIVES,ADJ.PERT
peanut,3106,625,44.37,0,PEANUT,ADJECTIVES,ADJ.ALL
office,3105,629,44.356,0,OFFICE,NOUNS,NOUN.ACT
kotori,3102,119,44.313,0,,,
rough,3102,659,44.313,0,ROUGH,ADJECTIVES,ADJ.ALL
botcommands,3101,133,44.299,0,,,
qwq,3101,379,44.299,0,,,
cancel,3099,664,44.27,0,CANCEL,NOUNS,NOUN.COMMUNICATION
spiders,3099,581,44.27,0,,,
familiar,3099,672,44.27,0,FAMILIAR,ADJECTIVES,ADJ.ALL
purge,3098,586,44.256,0,PURGE,NOUNS,NOUN.ACT
yupn,3098,633,44.256,0,,,
messing,3096,670,44.228,0,,,
aly,3092,174,44.17,0,,,
process,3092,670,44.17,0,PROCESS,NOUNS,NOUN.ACT
tasty,3091,666,44.156,0,TASTY,ADJECTIVES,ADJ.ALL
counts,3090,684,44.142,0,,,
pewdiepie,3087,506,44.099,0,,,
silly,3086,627,44.085,0,SILLY,ADJECTIVES,ADJ.ALL
kim,3083,573,44.042,0,,,
yourselfn,3083,622,44.042,0,,,
spaghetti,3082,612,44.028,0,SPAGHETTI,NOUNS,NOUN.FOOD
clover,3081,536,44.013,0,CLOVER,NOUNS,NOUN.PLANT
onion,3081,534,44.013,0,ONION,NOUNS,NOUN.FOOD
donut,3078,575,43.97,0,DONUT,NOUNS,NOUN.FOOD
srry,3077,639,43.956,0,,,
ant,3076,648,43.942,0,ANT,NOUNS,NOUN.ANIMAL
closer,3075,672,43.928,0,CLOSER,ADVERBS,ADV.ALL
myn,3073,667,43.899,0,,,
rapper,3070,616,43.856,0,RAPPER,NOUNS,NOUN.ARTIFACT
expected,3067,682,43.813,0,EXPECTED,ADJECTIVES,ADJ.ALL
stats,3067,588,43.813,0,,,
inappropriate,3067,571,43.813,0,INAPPROPRIATE,ADJECTIVES,ADJ.ALL
nyx,3064,142,43.77,0,NYX,NOUNS,NOUN.PERSON
wings,3064,616,43.77,0,WINGS,NOUNS,NOUN.ACT
poo,3063,634,43.756,0,,,
invisible,3062,658,43.742,0,INVISIBLE,ADJECTIVES,ADJ.ALL
basketball,3061,631,43.728,0,BASKETBALL,NOUNS,NOUN.ACT
pikachu,3060,595,43.713,0,,,
flag,3059,634,43.699,0,FLAG,NOUNS,NOUN.ANIMAL
nightmare,3059,644,43.699,0,NIGHTMARE,NOUNS,NOUN.COGNITION
bruhh,3056,606,43.656,0,,,
whatcha,3056,611,43.656,0,,,
emotional,3055,658,43.642,0,EMOTIONAL,ADJECTIVES,ADJ.PERT
brandon,3051,270,43.585,0,,,
bike,3051,626,43.585,0,BIKE,NOUNS,NOUN.ARTIFACT
catto,3045,341,43.499,0,,,
bans,3043,626,43.47,0,,,
sour,3042,603,43.456,0,SOUR,ADJECTIVES,ADJ.ALL
watn,3042,595,43.456,0,,,
rise,3041,671,43.442,0,RISE,NOUNS,NOUN.ACT
pancakes,3041,627,43.442,0,,,
soccer,3041,601,43.442,0,SOCCER,NOUNS,NOUN.ACT
picn,3039,628,43.413,0,,,
sat,3038,670,43.399,0,SAT,NOUNS,NOUN.TIME
dazai,3038,263,43.399,0,,,
eithern,3037,637,43.385,0,,,
misaki,3037,169,43.385,0,,,
interest,3037,653,43.385,0,INTEREST,NOUNS,NOUN.ACT
ultra,3033,620,43.328,0,ULTRA,ADJECTIVES,ADJ.ALL
playn,3033,652,43.328,0,,,
sh,3033,670,43.328,0,,,
pointn,3031,631,43.299,0,,,
hanging,3029,665,43.27,0,HANGING,NOUNS,NOUN.ACT
smaller,3026,658,43.228,0,SMALLER,ADJECTIVES,ADJ.ALL
plant,3026,619,43.228,0,PLANT,NOUNS,NOUN.TOPS
joker,3025,554,43.213,0,JOKER,NOUNS,NOUN.PERSON
mhmm,3022,595,43.17,0,,,
lm,3021,588,43.156,0,LM,NOUNS,NOUN.QUANTITY
emmi,3020,57,43.142,0,,,
promoted,3020,591,43.142,0,,,
model,3019,646,43.128,0,MODEL,ADJECTIVES,ADJ.ALL
upload,3019,626,43.128,0,UPLOAD,VERBS,VERB.POSSESSION
saki,3019,192,43.128,0,SAKI,NOUNS,NOUN.ANIMAL
thick,3016,657,43.085,0,THICK,ADJECTIVES,ADJ.ALL
replace,3016,681,43.085,0,REPLACE,VERBS,VERB.CHANGE
angle,3016,535,43.085,0,ANGLE,NOUNS,NOUN.COGNITION
nonexistent,3016,322,43.085,0,NONEXISTENT,ADJECTIVES,ADJ.ALL
ability,3014,634,43.056,0,ABILITY,NOUNS,NOUN.ATTRIBUTE
kekw,3014,324,43.056,0,,,
soy,3014,620,43.056,0,SOY,NOUNS,NOUN.FOOD
