tar_corpus_path,ref_corpus_path,keyword_measure,effect_size_measure,keyness_measure_threshold,effect_size_measure_threshold,float_precision,show_negative_keywords,tar_type_count,tar_token_count,tar_file_count,ref_type_count,ref_token_count,ref_file_count,list_type
C:/Users/neelb/AppData/Local/Programs/AntConc/_internal/app_resources/corpora/user/Cleaned_Discord_Data.db,C:/Users/neelb/AppData/Local/Programs/AntConc/_internal/app_resources/corpora/user/Urban Dictionary Words.db,Log-Likelihood (4-term),Dice,p<0.05 (3.84 with Bonferroni),All values,3,0,3140119,214864717,736,1540197,1540197,1,type
